id	match_id	xuid	flag_captures	flag_capture_assists	flag_grabs	flag_secures	flag_steals	flag_returns	flag_carriers_killed	flag_returners_killed	kills_as_flag_carrier	kills_as_flag_returner	time_as_flag_carrier_seconds	zone_captures	zone_secures	zone_offensive_kills	zone_defensive_kills	zone_scoring_ticks	time_in_zones_seconds	kills_as_skull_carrier	skull_carriers_killed	skull_grabs	skull_scoring_ticks	time_as_skull_carrier_seconds	longest_time_as_skull_carrier_seconds	written_at	kills_as_power_seed_carrier	power_seed_carriers_killed	power_seeds_deposited	power_seeds_stolen	time_as_power_seed_carrier_seconds	time_as_power_seed_driver_seconds	extraction_conversions_completed	extraction_conversions_denied	extraction_initiations_completed	extraction_initiations_denied	successful_extractions	kills_as_vip	vip_kills	vip_assists	times_selected_as_vip	max_killing_spree_as_vip	time_as_vip_seconds	longest_time_as_vip_seconds
6405	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2533274858283686	0	0	4	4	1	0	0	0	0	0	9.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6407	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2535450759128461	0	0	0	0	0	2	0	0	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6406	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2535452521259564	2	0	3	3	1	0	0	1	0	0	26.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6409	58864b3c-7eec-4e6e-80aa-5100d8aeb710	2535469190789936	0	0	2	1	1	0	0	0	0	0	9.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 20:15:45.114101 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1767	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	2	0	2	5.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1765	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274835138874	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1766	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274864142980	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	0	49	50	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1763	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533274897620970	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	2	0	7	15.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1768	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2533275031831732	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	1	4	57	63.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1769	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535449018082899	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0.4	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1764	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535472156173951	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	1	1	9	13.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1770	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	2535472834247640	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	1	3	75	76.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1771	606d9844-4f22-42c1-8fb6-e9d541e5ff4c	bid(28.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:07.674445 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4345	60ae07c4-5568-42de-99a7-76d1282edc72	2533274809233885	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	3	36	42.1	15.5	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4344	60ae07c4-5568-42de-99a7-76d1282edc72	2533274813765942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	4	0	35	38.4	26.6	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4347	60ae07c4-5568-42de-99a7-76d1282edc72	2533274837723606	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	7	7.8	7.8	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4349	60ae07c4-5568-42de-99a7-76d1282edc72	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	2	95	100.4	23	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4350	60ae07c4-5568-42de-99a7-76d1282edc72	2533274969598328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	1	61	64.5	21.6	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4348	60ae07c4-5568-42de-99a7-76d1282edc72	2535406399121492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	62	68.8	21.3	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4351	60ae07c4-5568-42de-99a7-76d1282edc72	2535406887313903	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	1	41	44.1	29.6	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4346	60ae07c4-5568-42de-99a7-76d1282edc72	2535428020470272	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	37	39.3	21.4	2026-07-25 18:14:26.819463 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1681	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2533274792763167	1	2	3	5	3	1	7	1	0	0	34.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1682	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2533274808613055	0	1	2	2	3	0	0	1	0	0	25.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1687	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2533274823110022	2	0	5	5	2	1	1	2	0	0	67.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1688	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2535413221816250	0	0	4	2	1	3	0	0	0	1	11.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1683	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2535449464686885	0	1	21	7	4	1	3	0	0	0	27.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1684	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2535449963449748	0	2	5	4	1	0	0	0	0	0	31.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1686	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2535456378021162	2	1	21	15	2	5	1	2	0	1	40.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1685	64e8adfa-e3e3-4c26-9f10-7d6a4dc36706	2535465820713037	0	1	13	6	3	0	1	0	0	0	43.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:59.856466 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1082	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2533274811165209	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	0	0	20	29.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1086	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	4	0	2	8.4	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1083	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2533274853201323	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	0	3	1	23	36.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1084	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2533274933911910	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	1	1	0	6	16.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1087	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2533274952587369	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	3	0	0	5.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1088	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2535454710220286	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	2	2	34	42.1	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1085	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2535454909563916	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	3	1	6	94	117	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1089	7f1bbf06-d54d-4434-ad80-923fcabe8b1b	2683394777983413	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	1	13	15.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:23.125755 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6304	7fce3219-2935-4b78-8f40-fbba55603189	2533274823110022	0	0	2	2	0	2	2	1	0	1	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6308	7fce3219-2935-4b78-8f40-fbba55603189	2533274858283686	0	0	6	4	3	2	1	1	0	0	12.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6301	7fce3219-2935-4b78-8f40-fbba55603189	2533274943116584	0	0	0	0	1	1	3	0	0	1	0.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6306	7fce3219-2935-4b78-8f40-fbba55603189	2533274955626571	2	1	24	1	3	0	1	0	0	0	40.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6303	7fce3219-2935-4b78-8f40-fbba55603189	2535415254450151	1	1	9	4	4	1	0	1	0	0	63.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6307	7fce3219-2935-4b78-8f40-fbba55603189	2535458465148583	0	0	1	1	0	1	0	1	0	2	2.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6305	7fce3219-2935-4b78-8f40-fbba55603189	2535469190789936	1	0	15	1	2	0	1	1	0	0	21.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6302	7fce3219-2935-4b78-8f40-fbba55603189	2654577101798078	1	0	13	2	2	1	1	0	0	0	24.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-28 23:23:58.056982 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2472	8076f97f-b8aa-4949-ab51-6be5221d41e8	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	0	2	0	25	36.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2480	8076f97f-b8aa-4949-ab51-6be5221d41e8	2533274857387572	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	3	1	16	33.6	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2476	8076f97f-b8aa-4949-ab51-6be5221d41e8	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	2	5	31	51.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2475	8076f97f-b8aa-4949-ab51-6be5221d41e8	2533275004520376	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	3	3	41	65.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2473	8076f97f-b8aa-4949-ab51-6be5221d41e8	2535407066740278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	5	2	20	35.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2478	8076f97f-b8aa-4949-ab51-6be5221d41e8	2535408183412820	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2474	8076f97f-b8aa-4949-ab51-6be5221d41e8	2535435974688461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	0	2	2	24	35.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2471	8076f97f-b8aa-4949-ab51-6be5221d41e8	2535456259091650	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	0	5	2	46	59.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2477	8076f97f-b8aa-4949-ab51-6be5221d41e8	2541316932603141	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	1	1	0	44	59.6	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2479	8076f97f-b8aa-4949-ab51-6be5221d41e8	bid(48.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:49.506857 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6369	81c02726-3f03-4a9e-9c05-3e286460752c	2533274810173379	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	3	0	12.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6370	81c02726-3f03-4a9e-9c05-3e286460752c	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	1	0	0	0	31.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6368	81c02726-3f03-4a9e-9c05-3e286460752c	2533274833178266	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	0	0	0	4.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6374	81c02726-3f03-4a9e-9c05-3e286460752c	2533274846254457	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	0	2	1	0	64.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6373	81c02726-3f03-4a9e-9c05-3e286460752c	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	0	1	0	33.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6367	81c02726-3f03-4a9e-9c05-3e286460752c	2535427240092988	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	2	3	1	0	58	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6372	81c02726-3f03-4a9e-9c05-3e286460752c	2535464918561629	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	1	0	0	0	41	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6371	81c02726-3f03-4a9e-9c05-3e286460752c	2535469190789936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	1	0	0	71.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-09-07 19:41:28.193375 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
71	879a4dba-8228-4920-83ff-814c5061a3d7	2533274817737470	0	1	2	1	0	0	0	0	0	0	1.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 02:32:23.924254 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
